,Dataset,Column,Algorithm,Comparisons,deletions_val_distStatic,runs_val_distStatic,deletions_comp_distStatic,runs_comp_distStatic,arr_len,introsort,insertion_sort,merge_sort,timsort,quick_sort,selection_sort
441,data_tune,分布_m0_test,merge_sort,133616,29,18,135,39,10000,1000000000,27005681,133616,146678,1000000000,1000000000
442,data_tune,分布_p0_test,merge_sort,133616,28,20,122,39,10000,1000000000,22280812,133616,147094,1000000000,1000000000
443,data_tune,分布_p20_test,merge_sort,133616,32,21,127,39,10000,1000000000,26099482,133616,146758,1000000000,1000000000
444,data_tune,分布_p40_test,merge_sort,133616,30,19,124,39,10000,1000000000,23888194,133616,146332,1000000000,1000000000
445,data_tune,分布_p60_test,timsort,103244,35,5,109,39,10000,1000000000,2059007,133616,103244,1000000000,1000000000
446,data_tune,分布_p80_test,timsort,99744,31,1,132,39,10000,1000000000,167194,133616,99744,1000000000,1000000000
447,data_tune,分布_p100_test,insertion_sort,83042,31,1,132,39,10000,1000000000,83042,133616,99633,1000000000,1000000000
448,data_tune,分布_p120_test,insertion_sort,83044,31,1,132,39,10000,1000000000,83044,133616,99637,1000000000,1000000000
449,data_tune,分布差值_test,merge_sort,133616,32,20,131,39,10000,1000000000,29139845,133616,147023,1000000000,1000000000
450,data_tune,盈亏胜次_test,merge_sort,133616,32,20,133,39,10000,1000000000,25371671,133616,146901,1000000000,1000000000
451,data_tune,稳定盈亏_test,merge_sort,133616,30,15,130,39,10000,1000000000,24672907,133616,146998,1000000000,1000000000
452,data_tune,稳频盈亏_test,merge_sort,133616,30,17,130,39,10000,1000000000,24943242,133616,146856,1000000000,1000000000
453,data_tune,胜率赔率_test,merge_sort,133616,32,20,133,39,10000,1000000000,27058118,133616,146869,1000000000,1000000000
454,data_tune,胜赔频率_test,merge_sort,133616,29,20,127,39,10000,1000000000,23867050,133616,146867,1000000000,1000000000
455,data_tune,初级目标_test,merge_sort,133616,31,18,128,39,10000,1000000000,24953245,133616,146885,1000000000,1000000000
456,data_tune,整体目标_test,merge_sort,133616,30,17,125,39,10000,1000000000,24180523,133616,146890,1000000000,1000000000
457,data_tune,综合目标_test,merge_sort,133616,30,17,126,39,10000,1000000000,24178586,133616,146923,1000000000,1000000000
458,colombo_t_2012-2018,station_id,insertion_sort,3649,0,0,39,39,3650,1000000000,3649,43354,29074,1000000000,1000000000
459,colombo_t_2012-2018,year,timsort,29128,0,0,39,39,3650,1000000000,137239,43354,29128,1000000000,1000000000
460,colombo_t_2012-2018,month,timsort,30428,10,1,82,39,3650,1000000000,2752039,43354,30428,1000000000,1000000000
461,colombo_t_2012-2018,day,merge_sort,43354,32,13,129,39,3650,1000000000,3199411,43354,46194,1000000000,1000000000
462,colombo_t_2012-2018,obs_val,merge_sort,43354,26,19,132,39,3650,1000000000,4012750,43354,52739,1000000000,1000000000
463,DatasetTags,Id,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
464,DatasetTags,DatasetId,timsort,118719,17,14,90,39,10000,1000000000,1020442,133616,118719,1000000000,1000000000
465,DatasetTags,TagId,merge_sort,133616,29,20,132,39,10000,1000000000,20814757,133616,141646,1000000000,1000000000
466,book,ChildBks,timsort,21550,17,9,93,39,2000,1000000000,498490,21952,21550,1000000000,1000000000
467,book,YouthBks,timsort,19346,31,7,110,39,2000,1000000000,369330,21952,19346,1000000000,1000000000
468,book,CookBks,timsort,21423,16,8,88,39,2000,1000000000,473094,21952,21423,1000000000,1000000000
469,book,DoItYBks,timsort,20092,19,6,92,39,2000,1000000000,420509,21952,20092,1000000000,1000000000
470,book,RefBks,timsort,19192,26,8,113,39,2000,1000000000,331581,21952,19192,1000000000,1000000000
471,book,ArtBks,timsort,19285,25,8,114,39,2000,1000000000,361260,21952,19285,1000000000,1000000000
472,book,GeogBks,timsort,20142,22,10,103,39,2000,1000000000,408195,21952,20142,1000000000,1000000000
473,book,ItalCook,timsort,17105,21,6,107,39,2000,1000000000,196433,21952,17105,1000000000,1000000000
474,book,ItalAtlas,timsort,15005,8,2,74,39,2000,1000000000,71762,21952,15005,1000000000,1000000000
475,book,ItalArt,timsort,15263,30,3,129,39,2000,1000000000,101322,21952,15263,1000000000,1000000000
476,book,Florence,timsort,16804,29,4,126,39,2000,1000000000,193769,21952,16804,1000000000,1000000000
477,healthcare-dataset-stroke-data,id,merge_sort,60534,28,23,124,39,4909,1000000000,5964903,60534,67623,1000000000,1000000000
478,healthcare-dataset-stroke-data,age,merge_sort,60534,33,21,130,39,4909,1000000000,6352999,60534,66957,1000000000,1000000000
479,healthcare-dataset-stroke-data,hypertension,timsort,47750,29,4,121,39,4909,1000000000,1135425,60534,47750,1000000000,1000000000
480,healthcare-dataset-stroke-data,heart_disease,timsort,46119,28,5,121,39,4909,1000000000,675229,60534,46119,1000000000,1000000000
481,healthcare-dataset-stroke-data,avg_glucose_level,merge_sort,60534,32,21,121,39,4909,1000000000,6258045,60534,67010,1000000000,1000000000
482,healthcare-dataset-stroke-data,bmi,merge_sort,60534,29,21,124,39,4909,1000000000,6183767,60534,67627,1000000000,1000000000
483,healthcare-dataset-stroke-data,stroke,timsort,44034,20,1,119,39,4909,1000000000,987208,60534,44034,1000000000,1000000000
484,HousingPrices-Amsterdam-August-2021,Unnamed: 0,insertion_sort,919,0,0,39,39,920,1000000000,919,9096,5488,1000000000,1000000000
485,HousingPrices-Amsterdam-August-2021,Price,merge_sort,9096,30,21,114,39,920,1000000000,220189,9096,11804,1000000000,1000000000
486,HousingPrices-Amsterdam-August-2021,Area,merge_sort,9096,29,20,122,39,920,1000000000,213183,9096,11834,1000000000,1000000000
487,HousingPrices-Amsterdam-August-2021,Room,merge_sort,9096,32,15,123,39,920,1000000000,163332,9096,10420,1000000000,1000000000
488,HousingPrices-Amsterdam-August-2021,Lon,merge_sort,9096,31,22,127,39,920,1000000000,217116,9096,12101,1000000000,1000000000
489,HousingPrices-Amsterdam-August-2021,Lat,merge_sort,9096,30,16,125,39,920,1000000000,213416,9096,11729,1000000000,1000000000
490,Group2_stock_market_prices_data_cleaned,Open Price,merge_sort,9514,31,21,134,39,958,1000000000,227113,9514,12603,1000000000,1000000000
491,Group2_stock_market_prices_data_cleaned,Close Price,merge_sort,9514,30,16,132,39,958,1000000000,228385,9514,12673,1000000000,1000000000
492,Group2_stock_market_prices_data_cleaned,High Price,merge_sort,9514,30,20,123,39,958,1000000000,223867,9514,12791,1000000000,1000000000
493,Group2_stock_market_prices_data_cleaned,Low Price,merge_sort,9514,29,20,127,39,958,1000000000,221532,9514,12514,1000000000,1000000000
494,Group2_stock_market_prices_data_cleaned,Volume,merge_sort,9514,31,21,114,39,958,1000000000,235506,9514,12628,1000000000,1000000000
495,Group2_stock_market_prices_data_cleaned,Market Cap,merge_sort,9514,30,22,127,39,958,1000000000,224122,9514,12550,1000000000,1000000000
496,KernelVotes,Id,merge_sort,133616,29,21,116,39,10000,1000000000,23975780,133616,154562,1000000000,1000000000
497,KernelVotes,UserId,merge_sort,133616,30,20,118,39,10000,1000000000,23666323,133616,146271,1000000000,1000000000
498,KernelVotes,KernelVersionId,timsort,100450,0,0,39,39,10000,1000000000,21903824,133616,100450,1000000000,1000000000
499,train_ctrUa4K,ApplicantIncome,merge_sort,4795,28,19,123,39,529,1000000000,69052,4795,5228,1000000000,1000000000
500,train_ctrUa4K,CoapplicantIncome,merge_sort,4795,32,15,116,39,529,1000000000,58418,4795,4852,1000000000,1000000000
501,train_ctrUa4K,LoanAmount,merge_sort,4795,30,20,128,39,529,1000000000,68853,4795,5251,1000000000,1000000000
502,train_ctrUa4K,Loan_Amount_Term,timsort,3737,29,4,142,39,529,1000000000,18879,4795,3737,1000000000,1000000000
503,train_ctrUa4K,Credit_History,timsort,3726,5,5,55,39,529,1000000000,19370,4795,3726,1000000000,1000000000
504,UniversalBank (1),ID,insertion_sort,4999,0,0,39,39,5000,1000000000,4999,61808,44750,1000000000,1000000000
505,UniversalBank (1),Age,merge_sort,61808,31,21,128,39,5000,1000000000,6138487,61808,67971,1000000000,1000000000
506,UniversalBank (1),Experience,merge_sort,61808,31,20,128,39,5000,1000000000,6137817,61808,67976,1000000000,1000000000
507,UniversalBank (1),Income,merge_sort,61808,29,16,131,39,5000,1000000000,6261002,61808,68325,1000000000,1000000000
508,UniversalBank (1),ZIP Code,merge_sort,61808,30,20,117,39,5000,1000000000,6211342,61808,68147,1000000000,1000000000
509,UniversalBank (1),Family,merge_sort,61808,26,13,118,39,5000,1000000000,4726215,61808,62377,1000000000,1000000000
510,UniversalBank (1),CCAvg,merge_sort,61808,31,19,129,39,5000,1000000000,6154509,61808,68197,1000000000,1000000000
511,UniversalBank (1),Education,timsort,60083,25,15,106,39,5000,1000000000,4018841,61808,60083,1000000000,1000000000
512,UniversalBank (1),Mortgage,timsort,57150,32,12,124,39,5000,1000000000,3320347,61808,57150,1000000000,1000000000
513,UniversalBank (1),Personal Loan,timsort,48903,27,4,120,39,5000,1000000000,1142527,61808,48903,1000000000,1000000000
514,UniversalBank (1),Securities Account,timsort,49334,34,2,106,39,5000,1000000000,1211211,61808,49334,1000000000,1000000000
515,UniversalBank (1),CD Account,timsort,47556,22,3,127,39,5000,1000000000,726276,61808,47556,1000000000,1000000000
516,UniversalBank (1),Online,timsort,56266,8,8,67,39,5000,1000000000,3021822,61808,56266,1000000000,1000000000
517,UniversalBank (1),CreditCard,timsort,54577,22,6,106,39,5000,1000000000,2543561,61808,54577,1000000000,1000000000
518,CarPricesPrediction,Unnamed: 0,insertion_sort,999,0,0,39,39,1000,1000000000,999,9976,5968,1000000000,1000000000
519,CarPricesPrediction,Year,merge_sort,9976,31,19,117,39,1000,1000000000,236642,9976,12684,1000000000,1000000000
520,CarPricesPrediction,Mileage,merge_sort,9976,28,19,125,39,1000,1000000000,244846,9976,13538,1000000000,1000000000
521,CarPricesPrediction,Price,merge_sort,9976,30,19,117,39,1000,1000000000,248463,9976,14070,1000000000,1000000000
522,Group5_customer_churn_data,Age,merge_sort,9976,30,17,120,39,1000,1000000000,252428,9976,13336,1000000000,1000000000
523,Group5_customer_churn_data,Tenure,merge_sort,9976,29,20,125,39,1000,1000000000,248010,9976,13815,1000000000,1000000000
524,Group5_customer_churn_data,Service Usage,merge_sort,9976,32,22,121,39,1000,1000000000,247760,9976,13602,1000000000,1000000000
525,Group5_customer_churn_data,Monthly Charges,merge_sort,9976,29,18,120,39,1000,1000000000,255525,9976,13728,1000000000,1000000000
526,Group5_customer_churn_data,Total Charges,merge_sort,9976,30,19,118,39,1000,1000000000,258005,9976,13805,1000000000,1000000000
527,Group5_customer_churn_data,Churn,timsort,8460,28,10,115,39,1000,1000000000,94343,9976,8460,1000000000,1000000000
528,milknew,pH,merge_sort,10660,32,20,122,39,1059,1000000000,246955,10660,11063,1000000000,1000000000
529,milknew,Temprature,merge_sort,10660,31,19,127,39,1059,1000000000,252866,10660,11128,1000000000,1000000000
530,milknew,Taste,timsort,9467,23,10,102,39,1059,1000000000,137112,10660,9467,1000000000,1000000000
531,milknew,Odor,timsort,9473,22,12,105,39,1059,1000000000,142128,10660,9473,1000000000,1000000000
532,milknew,Fat ,timsort,9196,19,11,100,39,1059,1000000000,124464,10660,9196,1000000000,1000000000
533,milknew,Turbidity,timsort,9488,18,11,100,39,1059,1000000000,143666,10660,9488,1000000000,1000000000
534,milknew,Colour,timsort,9997,20,14,108,39,1059,1000000000,172170,10660,9997,1000000000,1000000000
535,Users,Id,insertion_sort,9999,0,0,39,39,10000,1000000000,9999,133616,99500,1000000000,1000000000
536,Users,PerformanceTier,timsort,117811,27,7,106,39,10000,1000000000,11395045,133616,117811,1000000000,1000000000
537,pima_data,6,merge_sort,7413,32,20,126,39,767,1000000000,136382,7413,8340,1000000000,1000000000
538,pima_data,148,merge_sort,7413,27,17,121,39,767,1000000000,145250,7413,8784,1000000000,1000000000
539,pima_data,72,merge_sort,7413,28,20,123,39,767,1000000000,138240,7413,8767,1000000000,1000000000
540,pima_data,35,merge_sort,7413,32,19,125,39,767,1000000000,130905,7413,8482,1000000000,1000000000
541,pima_data,0,merge_sort,7413,30,14,129,39,767,1000000000,110512,7413,7783,1000000000,1000000000
542,pima_data,33.6,merge_sort,7413,30,18,121,39,767,1000000000,145508,7413,8972,1000000000,1000000000
543,pima_data,0.627,merge_sort,7413,31,21,130,39,767,1000000000,150775,7413,9001,1000000000,1000000000
544,pima_data,50,merge_sort,7413,32,20,124,39,767,1000000000,142568,7413,8631,1000000000,1000000000
545,pima_data,1,timsort,6453,25,11,103,39,767,1000000000,70933,7413,6453,1000000000,1000000000
546,Vehicle Maintenance- Service Records,slno,insertion_sort,1138,0,0,39,39,1139,1000000000,1138,11620,7909,1000000000,1000000000
547,Vehicle Maintenance- Service Records,make_year,timsort,8043,23,1,131,39,1139,1000000000,237655,11620,8043,1000000000,1000000000
548,Vehicle Maintenance- Service Records,mileage_range,timsort,8208,22,2,133,39,1139,1000000000,246507,11620,8208,1000000000,1000000000
549,Vehicle Maintenance- Service Records,mileage,timsort,11420,25,9,132,39,1139,1000000000,284578,11620,11420,1000000000,1000000000
550,Vehicle Maintenance- Service Records,oil_filter,insertion_sort,1138,0,0,39,39,1139,1000000000,1138,11620,7909,1000000000,1000000000
551,Vehicle Maintenance- Service Records,engine_oil,insertion_sort,1138,0,0,39,39,1139,1000000000,1138,11620,7909,1000000000,1000000000
552,Vehicle Maintenance- Service Records,washer_plug_drain,timsort,8129,6,3,66,39,1139,1000000000,97287,11620,8129,1000000000,1000000000
553,Vehicle Maintenance- Service Records,dust_and_pollen_filter,timsort,8819,25,7,114,39,1139,1000000000,106073,11620,8819,1000000000,1000000000
554,Vehicle Maintenance- Service Records,whell_alignment_and_balancing,timsort,8857,18,7,103,39,1139,1000000000,120392,11620,8857,1000000000,1000000000
555,Vehicle Maintenance- Service Records,air_clean_filter,timsort,9287,16,6,97,39,1139,1000000000,135499,11620,9287,1000000000,1000000000
556,Vehicle Maintenance- Service Records,fuel_filter,timsort,8969,19,5,110,39,1139,1000000000,122453,11620,8969,1000000000,1000000000
557,Vehicle Maintenance- Service Records,spark_plug,timsort,8267,29,2,126,39,1139,1000000000,61982,11620,8267,1000000000,1000000000
558,Vehicle Maintenance- Service Records,brake_fluid,timsort,8385,23,3,119,39,1139,1000000000,84210,11620,8385,1000000000,1000000000
559,Vehicle Maintenance- Service Records,brake_and_clutch_oil,timsort,8325,7,1,74,39,1139,1000000000,74878,11620,8325,1000000000,1000000000
560,Vehicle Maintenance- Service Records,transmission_fluid,timsort,8374,24,3,115,39,1139,1000000000,81090,11620,8374,1000000000,1000000000
561,Vehicle Maintenance- Service Records,brake_pads,timsort,8332,24,4,117,39,1139,1000000000,85543,11620,8332,1000000000,1000000000
562,Vehicle Maintenance- Service Records,clutch,timsort,8474,22,3,117,39,1139,1000000000,70284,11620,8474,1000000000,1000000000
563,Vehicle Maintenance- Service Records,coolant,timsort,8161,28,3,123,39,1139,1000000000,37335,11620,8161,1000000000,1000000000
564,Vehicle Maintenance- Service Records,cost,merge_sort,11620,24,15,125,39,1139,1000000000,298634,11620,11868,1000000000,1000000000
565,manhattan,rental_id,merge_sort,41911,28,19,126,39,3539,1000000000,3052008,41911,51625,1000000000,1000000000
566,manhattan,rent,merge_sort,41911,26,19,120,39,3539,1000000000,3079627,41911,52028,1000000000,1000000000
567,manhattan,bedrooms,merge_sort,41911,29,16,123,39,3539,1000000000,2216437,41911,45126,1000000000,1000000000
568,manhattan,bathrooms,timsort,39432,24,8,121,39,3539,1000000000,1419811,41911,39432,1000000000,1000000000
569,manhattan,size_sqft,merge_sort,41911,30,19,127,39,3539,1000000000,3095822,41911,51690,1000000000,1000000000
570,manhattan,min_to_subway,merge_sort,41911,32,21,118,39,3539,1000000000,2790747,41911,49143,1000000000,1000000000
571,manhattan,floor,merge_sort,41911,30,20,122,39,3539,1000000000,2968851,41911,50853,1000000000,1000000000
572,manhattan,building_age_yrs,merge_sort,41911,32,22,123,39,3539,1000000000,3069512,41911,51573,1000000000,1000000000
573,manhattan,no_fee,timsort,39600,25,10,100,39,3539,1000000000,1484432,41911,39600,1000000000,1000000000
574,manhattan,has_roofdeck,timsort,34474,30,7,104,39,3539,1000000000,826437,41911,34474,1000000000,1000000000
575,manhattan,has_washer_dryer,timsort,34496,26,6,117,39,3539,1000000000,834871,41911,34496,1000000000,1000000000
576,manhattan,has_doorman,timsort,37753,22,11,98,39,3539,1000000000,1253151,41911,37753,1000000000,1000000000
577,manhattan,has_elevator,timsort,38059,24,11,102,39,3539,1000000000,1308298,41911,38059,1000000000,1000000000
578,manhattan,has_dishwasher,timsort,35626,28,6,121,39,3539,1000000000,956828,41911,35626,1000000000,1000000000
579,manhattan,has_patio,timsort,30687,12,4,87,39,3539,1000000000,329513,41911,30687,1000000000,1000000000
580,manhattan,has_gym,timsort,34990,16,8,100,39,3539,1000000000,904073,41911,34990,1000000000,1000000000
581,smmh,1. What is your age?,merge_sort,4298,30,15,135,39,481,1000000000,56474,4298,5446,1000000000,1000000000
582,smmh,9. How often do you find yourself using Social media without a specific purpose?,merge_sort,4298,31,15,117,39,481,1000000000,44404,4298,4925,1000000000,1000000000
583,smmh,10. How often do you get distracted by Social media when you are busy doing something?,merge_sort,4298,32,16,128,39,481,1000000000,44802,4298,5076,1000000000,1000000000
584,smmh,11. Do you feel restless if you haven't used Social media in a while?,merge_sort,4298,28,13,130,39,481,1000000000,47610,4298,4995,1000000000,1000000000
585,smmh,"12. On a scale of 1 to 5, how easily distracted are you?",merge_sort,4298,33,16,128,39,481,1000000000,43580,4298,4884,1000000000,1000000000
586,smmh,"13. On a scale of 1 to 5, how much are you bothered by worries?",merge_sort,4298,25,11,111,39,481,1000000000,41200,4298,4976,1000000000,1000000000
587,smmh,14. Do you find it difficult to concentrate on things?,merge_sort,4298,30,13,114,39,481,1000000000,43988,4298,5305,1000000000,1000000000
588,smmh,"15. On a scale of 1-5, how often do you compare yourself to other successful people through the use of social media?",merge_sort,4298,30,18,117,39,481,1000000000,43574,4298,5230,1000000000,1000000000
589,smmh,"16. Following the previous question, how do you feel about these comparisons, generally speaking?",merge_sort,4298,24,13,116,39,481,1000000000,42617,4298,4795,1000000000,1000000000
590,smmh,17. How often do you look to seek validation from features of social media?,merge_sort,4298,28,17,124,39,481,1000000000,42669,4298,4874,1000000000,1000000000
591,smmh,18. How often do you feel depressed or down?,merge_sort,4298,26,12,114,39,481,1000000000,44110,4298,5181,1000000000,1000000000
592,smmh,"19. On a scale of 1 to 5, how frequently does your interest in daily activities fluctuate?",merge_sort,4298,26,16,117,39,481,1000000000,46398,4298,5167,1000000000,1000000000
593,smmh,"20. On a scale of 1 to 5, how often do you face issues regarding sleep?",merge_sort,4298,27,15,118,39,481,1000000000,43289,4298,5358,1000000000,1000000000
594,df,Count,merge_sort,126821,29,14,123,39,9547,1000000000,21980082,126821,131069,1000000000,1000000000
595,DatasetVotes,Id,merge_sort,133616,25,20,127,39,10000,1000000000,25145475,133616,152675,1000000000,1000000000
596,DatasetVotes,UserId,merge_sort,133616,30,20,126,39,10000,1000000000,24374653,133616,146926,1000000000,1000000000
597,DatasetVotes,DatasetVersionId,timsort,104124,20,3,135,39,10000,1000000000,19700358,133616,104124,1000000000,1000000000
598,hiv_art_coverage_cleaned,Year,merge_sort,34540,29,29,122,39,2972,1000000000,2035393,34540,37298,1000000000,1000000000
599,hiv_art_coverage_cleaned,ART_Coverage,merge_sort,34540,29,15,126,39,2972,1000000000,2035025,34540,36391,1000000000,1000000000
600,sneakers2023,Unnamed: 0,insertion_sort,1999,0,0,39,39,2000,1000000000,1999,21952,13937,1000000000,1000000000
601,sneakers2023,retail,merge_sort,21952,31,18,128,39,2000,1000000000,976175,21952,28651,1000000000,1000000000
602,sneakers2023,lowestAsk,merge_sort,21952,31,22,125,39,2000,1000000000,987101,21952,28977,1000000000,1000000000
603,sneakers2023,numberOfAsks,merge_sort,21952,33,20,129,39,2000,1000000000,1165735,21952,29658,1000000000,1000000000
604,sneakers2023,salesThisPeriod,merge_sort,21952,38,31,86,39,2000,1000000000,1423364,21952,30870,1000000000,1000000000
605,sneakers2023,highestBid,merge_sort,21952,31,22,130,39,2000,1000000000,990919,21952,28966,1000000000,1000000000
606,sneakers2023,numberOfBids,merge_sort,21952,31,21,127,39,2000,1000000000,1221026,21952,29227,1000000000,1000000000
607,sneakers2023,annualHigh,merge_sort,21952,32,19,129,39,2000,1000000000,998713,21952,29242,1000000000,1000000000
608,sneakers2023,annualLow,merge_sort,21952,31,20,130,39,2000,1000000000,997133,21952,28955,1000000000,1000000000
609,sneakers2023,volatility,merge_sort,21952,33,20,129,39,2000,1000000000,937153,21952,29732,1000000000,1000000000
610,sneakers2023,deadstockSold,merge_sort,21952,33,22,129,39,2000,1000000000,1105072,21952,33138,1000000000,1000000000
611,sneakers2023,pricePremium,merge_sort,21952,32,23,123,39,2000,1000000000,965890,21952,28695,1000000000,1000000000
612,sneakers2023,averageDeadstockPrice,merge_sort,21952,31,22,121,39,2000,1000000000,981953,21952,29135,1000000000,1000000000
613,sneakers2023,lastSale,merge_sort,21952,29,21,128,39,2000,1000000000,999131,21952,28907,1000000000,1000000000
614,sneakers2023,changePercentage,merge_sort,21952,30,20,125,39,2000,1000000000,1027533,21952,29312,1000000000,1000000000
615,sales,Unnamed: 0,insertion_sort,793,0,0,39,39,794,1000000000,793,7710,4732,1000000000,1000000000
616,sales,price,merge_sort,7710,30,20,116,39,794,1000000000,154555,7710,9436,1000000000,1000000000
617,sales,old_price,merge_sort,7710,31,18,120,39,794,1000000000,152231,7710,9436,1000000000,1000000000
618,sales,vivino_rating,merge_sort,7710,33,20,119,39,794,1000000000,133704,7710,9317,1000000000,1000000000
619,sales,vivino_nbratings,merge_sort,7710,30,20,123,39,794,1000000000,140210,7710,9554,1000000000,1000000000
620,sales,vivino_price,merge_sort,7710,33,24,107,39,794,1000000000,184441,7710,10049,1000000000,1000000000
621,sales,mod_score,merge_sort,7710,34,27,103,39,794,1000000000,172055,7710,11222,1000000000,1000000000
622,na-isal-june-2023-quarter-consolidated-accounts,period,timsort,6020,26,13,124,39,696,1000000000,112751,6632,6020,1000000000,1000000000
623,na-isal-june-2023-quarter-consolidated-accounts,value,timsort,6246,29,11,123,39,696,1000000000,133903,6632,6246,1000000000,1000000000
624,na-isal-june-2023-quarter-consolidated-accounts,Magnitude,insertion_sort,695,0,0,39,39,696,1000000000,695,6632,4144,1000000000,1000000000
625,na-isal-june-2023-quarter-consolidated-accounts,Sector,timsort,4608,31,3,129,39,696,1000000000,98251,6632,4608,1000000000,1000000000
626,na-isal-june-2023-quarter-consolidated-accounts,year,timsort,6020,29,13,126,39,696,1000000000,101711,6632,6020,1000000000,1000000000
627,na-isal-june-2023-quarter-consolidated-accounts,month,merge_sort,6632,28,16,118,39,696,1000000000,91499,6632,6890,1000000000,1000000000
628,diabetes(2),Pregnancies,merge_sort,7424,29,18,124,39,768,1000000000,136932,7424,8450,1000000000,1000000000
629,diabetes(2),Glucose,merge_sort,7424,30,18,121,39,768,1000000000,145871,7424,8879,1000000000,1000000000
630,diabetes(2),BloodPressure,merge_sort,7424,30,21,129,39,768,1000000000,138616,7424,8778,1000000000,1000000000
631,diabetes(2),SkinThickness,merge_sort,7424,32,20,116,39,768,1000000000,131514,7424,8477,1000000000,1000000000
632,diabetes(2),Insulin,merge_sort,7424,30,14,128,39,768,1000000000,110513,7424,7795,1000000000,1000000000
633,diabetes(2),BMI,merge_sort,7424,28,18,116,39,768,1000000000,145959,7424,8954,1000000000,1000000000
634,diabetes(2),DiabetesPedigreeFunction,merge_sort,7424,33,21,127,39,768,1000000000,151352,7424,9030,1000000000,1000000000
635,diabetes(2),Age,merge_sort,7424,30,21,119,39,768,1000000000,143248,7424,8692,1000000000,1000000000
636,diabetes(2),Outcome,timsort,6534,20,9,108,39,768,1000000000,71434,7424,6534,1000000000,1000000000
637,Ads_CTR_Optimisation,Ad 1,timsort,113006,28,8,103,39,10000,1000000000,7064032,133616,113006,1000000000,1000000000
638,Ads_CTR_Optimisation,Ad 2,timsort,110603,32,6,111,39,10000,1000000000,5550485,133616,110603,1000000000,1000000000
639,Ads_CTR_Optimisation,Ad 3,timsort,106032,18,1,111,39,10000,1000000000,3411499,133616,106032,1000000000,1000000000
640,Ads_CTR_Optimisation,Ad 4,timsort,109060,30,3,117,39,10000,1000000000,5366713,133616,109060,1000000000,1000000000
641,Ads_CTR_Optimisation,Ad 5,timsort,118340,26,7,109,39,10000,1000000000,9846049,133616,118340,1000000000,1000000000
642,Ads_CTR_Optimisation,Ad 6,timsort,100782,0,0,39,39,10000,1000000000,617115,133616,100782,1000000000,1000000000
643,Ads_CTR_Optimisation,Ad 7,timsort,108646,28,3,123,39,10000,1000000000,4880157,133616,108646,1000000000,1000000000
644,Ads_CTR_Optimisation,Ad 8,timsort,115404,30,7,122,39,10000,1000000000,8491186,133616,115404,1000000000,1000000000
645,Ads_CTR_Optimisation,Ad 9,timsort,107754,26,6,115,39,10000,1000000000,4323493,133616,107754,1000000000,1000000000
646,Ads_CTR_Optimisation,Ad 10,timsort,103912,21,1,123,39,10000,1000000000,2307007,133616,103912,1000000000,1000000000
647,ebay_watches,itemNumber,merge_sort,6654,32,21,125,39,698,1000000000,132078,6654,7798,1000000000,1000000000
648,ebay_watches,sold,merge_sort,6654,34,18,121,39,698,1000000000,111937,6654,7046,1000000000,1000000000
649,Social_Network_Ads,User ID,merge_sort,3488,28,18,129,39,400,1000000000,40355,3488,4404,1000000000,1000000000
650,Social_Network_Ads,Age,merge_sort,3488,26,18,123,39,400,1000000000,21674,3488,4112,1000000000,1000000000
651,Social_Network_Ads,EstimatedSalary,merge_sort,3488,28,16,130,39,400,1000000000,35648,3488,4295,1000000000,1000000000
652,Social_Network_Ads,Purchased,timsort,2746,24,7,94,39,400,1000000000,9744,3488,2746,1000000000,1000000000
653,intel,Cores,timsort,16992,28,16,122,39,1619,1000000000,514523,17380,16992,1000000000,1000000000
654,ColesSalesData,Unnamed: 0,insertion_sort,666,0,0,39,39,667,1000000000,666,6313,3970,1000000000,1000000000
655,ColesSalesData,Expec_Revenue,merge_sort,6313,33,18,132,39,667,1000000000,107085,6313,6958,1000000000,1000000000
656,ColesSalesData,Gross_Sale,merge_sort,6313,29,19,133,39,667,1000000000,113152,6313,7321,1000000000,1000000000
657,ColesSalesData,Sales_Cost,merge_sort,6313,31,19,128,39,667,1000000000,101808,6313,7051,1000000000,1000000000
658,Petrol and diesel prices UK, ULSP:  Pump price (p/litre),merge_sort,10372,26,19,123,39,1035,1000000000,130243,10372,10598,1000000000,1000000000
659,Petrol and diesel prices UK,ULSP:  Diff on previous WEEK (p/litre),merge_sort,10372,32,15,129,39,1035,1000000000,263240,10372,11049,1000000000,1000000000
660,Petrol and diesel prices UK, ULSP: Diff on previous  YEAR (p/litre),merge_sort,10372,31,18,124,39,1035,1000000000,292720,10372,11084,1000000000,1000000000
661,Petrol and diesel prices UK,Duty rate ULSP (p/litre),timsort,7280,10,1,89,39,1035,1000000000,87146,10372,7280,1000000000,1000000000
662,Petrol and diesel prices UK,VAT (% rate) ULSP,timsort,7236,0,0,39,39,1035,1000000000,14372,10372,7236,1000000000,1000000000
663,Petrol and diesel prices UK,ULSD: Pump price (p/litre),merge_sort,10372,24,18,124,39,1035,1000000000,132584,10372,10529,1000000000,1000000000
664,Petrol and diesel prices UK,ULSD: Diff on previous WEEK (p/litre),merge_sort,10372,31,15,123,39,1035,1000000000,266356,10372,11031,1000000000,1000000000
665,Petrol and diesel prices UK,ULSD: Diff on previous  YEAR (p/litre),merge_sort,10372,31,20,123,39,1035,1000000000,291318,10372,11165,1000000000,1000000000
